CustomerID,Name,Email,PurchaseDate,Product,Quantity,UnitPrice,TotalAmount
CUST00912,Lori Cook,lwallace@example.net,9/5/2024,Smartwatch,1,200,200
CUST00913,Robert Walter,fitzgeraldalexandra@example.net,19/8/2023,Camera,1,500,1000
CUST00914,Deborah Henry,mclark@example.com,10/8/2016,Smartphone,5,700,3500
CUST00915,Joshua Peterson,daniellerich@example.com,15/4/2024,Tablet,5,400,2000
CUST00916,Jennifer Berger,jenniferjackson@example.org,10/6/2020,Mouse,2,50,100
CUST00917,Laura Johnson,marknash@example.org,7/10/2019,USB Flash Drive,4,20,80
CUST00918,Matthew Mcgee,laura60@example.com,1/2/2019,Tablet,2,400,800
CUST00919,Linda Patton,mitchellerika@example.com,24/10/2015,Mouse,3,50,150
CUST00920,Sarah Bowman,clarkrebecca@example.org,15/2/2018,Smartwatch,2,200,400
CUST00921,Megan Day,jeffreyharper@example.net,24/12/2014,Router,1,80,80
CUST00922,Ralph Branch,btrevino@example.com,28/10/2022,Mouse,1,50,50
CUST00923,Andrew Meadows,robertbrady@example.org,25/1/2020,USB Flash Drive,3,20,60
CUST00924,Jessica Choi,ericahammond@example.org,16/8/2018,USB Flash Drive,5,20,100
CUST00925,Holly Martinez,amanda44@example.org,17/3/2020,Printer,5,250,1250
CUST00926,James Ingram,pfisher@example.org,28/2/2024,Smartphone,4,700,2800
CUST00927,Christina Pham,nashteresa@example.com,2/12/2019,Smartphone,4,700,2800
CUST00928,Maria Mendoza,robert09@example.com,30/7/2016,Smartwatch,2,200,400
CUST00929,Tammy Montoya,woodscaleb@example.com,26/8/2018,USB Flash Drive,1,20,20
CUST00930,Jessica Osborn,dshaw@example.com,23/3/2022,Microphone,3,130,390
CUST00931,Stacy West,olivercharles@example.net,22/12/2020,Monitor,1,300,300
CUST00932,Sean Smith,pcastaneda@example.net,21/9/2016,Smartphone,2,700,1400
CUST00933,Katie Thomas,kenneth14@example.org,25/6/2017,Monitor,1,300,300
CUST00934,Douglas Smith,adavis@example.net,21/8/2018,Microphone,5,130,650
CUST00935,Martha Harrell,ariaserin@example.net,26/7/2016,Microphone,3,130,390
CUST00936,Javier Gordon,dford@example.org,27/2/2015,Router,2,80,160
CUST00937,Katherine Browning,amandajohnson@example.com,10/3/2016,Headphones,2,150,300
CUST00938,Sue Mccarthy,erin46@example.com,31/12/2023,External Hard Drive,1,120,600
CUST00939,Chris Fletcher,heather39@example.org,26/4/2015,Mouse,5,50,250
CUST00940,George Hayes,williamferguson@example.net,6/8/2017,Laptop,1,1000,2000
CUST00941,Susan Jackson,pattersonpamela@example.org,2/7/2022,Microphone,3,130,390
CUST00942,Lisa Taylor,kelleramy@example.org,24/11/2023,USB Flash Drive,4,20,80
CUST00943,Anne Baker,mnichols@example.org,20/5/2017,Camera,1,500,1000
CUST00944,Sheila Cross,melissarichardson@example.com,18/5/2018,Smartwatch,4,200,800
CUST00945,Oscar Hutchinson,pjones@example.com,15/11/2021,Microphone,2,130,260
CUST00946,Ian Wilson,yvonnerussell@example.com,12/2/2017,Laptop,1,1000,2000
CUST00947,Brian Harris,brittney73@example.net,3/8/2024,Printer,1,250,250
CUST00948,Matthew Wright,howardwest@example.com,8/6/2017,External Hard Drive,1,120,120
CUST00949,Rhonda Sharp,jasminemorgan@example.net,12/7/2020,Mouse,3,50,150
CUST00950,Jeremy Murray,sevans@example.com,13/2/2021,Microphone,4,130,520
CUST00951,Bradley Berry,kristymarshall@example.net,26/1/2023,USB Flash Drive,1,20,20
CUST00952,Rebecca Williams,hdiaz@example.net,12/2/2020,Keyboard,5,100,500
CUST00953,Dakota Pham,uperez@example.org,25/8/2017,Router,3,80,240
CUST00954,Lisa Miller,tiffanylang@example.org,15/7/2020,Mouse,1,50,50
CUST00955,Amanda Booth,brian37@example.com,30/9/2021,USB Flash Drive,5,20,100
CUST00956,Christopher Johnson,tonyamcgrath@example.com,10/4/2020,External Hard Drive,1,120,480
CUST00957,Maurice Jenkins,jgriffin@example.org,30/9/2024,Monitor,4,300,1200
CUST00958,Michele Cruz,aguirredaniel@example.com,28/5/2019,Mouse,1,50,50
CUST00959,Tiffany Greene,robinsonrobert@example.org,6/10/2015,Keyboard,2,100,200
CUST00960,Thomas Sexton,christine48@example.net,24/7/2020,Microphone,3,130,390
CUST00961,Brian Mcneil,christopher19@example.net,1/1/2024,Monitor,4,300,1200
CUST00962,Christina Chambers,melissaeverett@example.org,4/2/2015,Microphone,1,130,130
CUST00963,Hannah Greene,howardkim@example.com,21/11/2019,Laptop,1,1000,4000
CUST00964,Katherine Smith,kfuller@example.org,30/6/2024,Mouse,4,50,200
CUST00965,Destiny Price,gilmorecaleb@example.net,13/9/2023,Headphones,1,150,150
CUST00966,Regina Stewart,pparks@example.com,24/12/2016,Printer,2,250,500
CUST00967,Karen Simmons,johncarpenter@example.net,7/3/2018,Printer,4,250,1000
CUST00968,Stephen Erickson,woodsmatthew@example.net,6/11/2023,Tablet,2,400,800
CUST00969,Connor Liu,timothy82@example.net,31/7/2021,Smartphone,2,700,1400
CUST00970,William Boyle,daniel59@example.org,1/9/2021,USB Flash Drive,4,20,80
CUST00971,Nicole Sims,carlosbean@example.net,3/6/2016,Mouse,1,50,50
CUST00972,Jason Charles,susan00@example.net,12/6/2019,Router,3,80,240
CUST00973,Donald Ingram,lwhitehead@example.org,12/5/2016,Laptop,1,1000,5000
CUST00974,David Wood,brownlindsey@example.org,26/7/2018,Camera,1,500,500
CUST00975,Kayla Rivera,harperkristina@example.com,3/12/2014,Smartphone,2,700,1400
CUST00976,Erin Baker,psmith@example.com,7/9/2015,External Hard Drive,1,120,120
CUST00977,Kayla Garcia,diana61@example.net,13/4/2018,Keyboard,1,100,100
CUST00978,Matthew Clark,justin26@example.net,17/5/2021,Keyboard,5,100,500
CUST00979,Joshua Miller,owenstaylor@example.org,4/11/2022,USB Flash Drive,5,20,100
CUST00980,Erica Ellis,norrispaul@example.com,21/1/2015,USB Flash Drive,4,20,80
CUST00981,Lindsay Duncan,ruthmullen@example.org,2/12/2022,Smartphone,5,700,3500
CUST00982,Jonathan Lee,herrerakathleen@example.net,22/5/2024,External Hard Drive,1,120,120
CUST00983,Michael Welch,ahenson@example.org,19/4/2019,Mouse,4,50,200
CUST00984,Kurt Shepherd,kerrrebecca@example.net,23/7/2019,External Hard Drive,1,120,120
CUST00985,Margaret Williams,georgeanderson@example.com,28/4/2018,Router,3,80,240
CUST00986,Javier Cline,jamescourtney@example.com,9/6/2016,Microphone,3,130,390
CUST00987,Jeffrey Phillips,zwhite@example.net,25/9/2019,Tablet,3,400,1200
CUST00988,Juan Baldwin,hollygraham@example.com,7/7/2024,Keyboard,5,100,500
CUST00989,Morgan Bell,ashleygonzalez@example.com,15/6/2019,External Hard Drive,1,120,120
CUST00990,Andrew Perez,crivas@example.com,5/11/2017,Router,3,80,240
CUST00991,Mr. Robert Smith,justingreen@example.org,5/6/2022,Smartphone,4,700,2800
CUST00992,Mark Ross,ycochran@example.com,16/7/2019,USB Flash Drive,1,20,20
CUST00993,William Gibson,kathrynscott@example.net,8/10/2016,Mouse,2,50,100
CUST00994,William Johnson,lindawatson@example.net,24/6/2021,Microphone,2,130,260
CUST00995,Dylan Green,tonybrown@example.org,18/2/2024,Router,5,80,400
CUST00996,Mike Rogers,huffmandawn@example.com,1/3/2021,Printer,3,250,750
CUST00997,Jeffrey Ryan,robert34@example.com,15/6/2018,Keyboard,3,100,300
CUST00998,Jesse Perez,kyleburns@example.org,18/9/2021,Speaker,4,180,720
CUST00999,Jessica Williams,julia76@example.com,8/2/2015,Monitor,2,300,600
CUST01000,David Graham,petersonamy@example.com,27/4/2020,Laptop,1,1000,1000
CUST01001,Michael Petersen,april28@example.com,16/6/2022,USB Flash Drive,5,20,100
CUST01002,Jacob Gray,brian91@example.org,20/2/2022,Smartwatch,5,200,1000
CUST01003,Michael Webb,parkspatricia@example.org,24/5/2024,Tablet,2,400,800
CUST01004,Daniel Adams,hurleyguy@example.org,29/10/2014,Keyboard,5,100,500
CUST01005,Clarence Berg,renee67@example.org,4/12/2017,Speaker,3,180,540
CUST01006,Dan Kim,wayne54@example.com,11/11/2014,Printer,1,250,250
CUST01007,Nathan Rodriguez,brian59@example.net,29/4/2015,Microphone,3,130,390
CUST01008,Karl Reyes,spencekelly@example.com,26/4/2016,Printer,3,250,750
CUST01009,David Bryan,lisakelly@example.com,14/4/2016,Smartphone,4,700,2800
CUST01010,Whitney Cook,marygarcia@example.org,3/2/2021,Router,2,80,160
CUST01011,Abigail Thornton,escobarjames@example.com,1/12/2016,Smartwatch,1,200,200
CUST01012,John Ramirez,ddavis@example.com,15/3/2022,Router,4,80,320
CUST01013,Tommy Stephens,villamorgan@example.org,21/8/2023,Microphone,2,130,260
CUST01014,Debbie Harvey,mnichols@example.net,3/6/2016,Tablet,1,400,400
CUST01015,Jaime Jones,pharris@example.net,9/3/2023,Smartwatch,4,200,800
CUST01016,Christie Rodriguez,christopher54@example.com,20/3/2018,Speaker,1,180,180
CUST01017,Donald Solomon,dwilliams@example.org,2/9/2015,Laptop,1,1000,4000
CUST01018,Riley Leblanc,hansonscott@example.com,23/11/2023,Smartwatch,2,200,400
CUST01019,Justin Long,bphillips@example.org,27/2/2017,Laptop,1,1000,4000
CUST01020,Courtney Thomas,jennifer03@example.com,27/9/2021,Monitor,2,300,600
CUST01021,Laurie Rodriguez,brownrobin@example.net,23/5/2017,Keyboard,1,100,100
CUST01022,David Wilson,crystallewis@example.net,14/9/2020,Smartphone,5,700,3500
CUST01023,Brian Roth,stephendillon@example.com,5/2/2019,Headphones,3,150,450
CUST01024,Melissa Osborne,eileen17@example.net,10/8/2017,Smartwatch,4,200,800
CUST01025,Richard Juarez,smithjasmine@example.org,7/8/2019,Mouse,1,50,50
CUST01026,Sharon Chen,caitlyn48@example.net,14/2/2024,Tablet,4,400,1600
CUST01027,Chloe Wilson,johnsonrichard@example.com,24/10/2022,Tablet,1,400,400
CUST01028,Alicia Rangel,hernandezkara@example.org,17/1/2017,Microphone,3,130,390
CUST01029,Jennifer Thomas,byrddawn@example.com,18/1/2024,External Hard Drive,1,120,240
CUST01030,Joanna Martinez,jeremymendez@example.net,22/4/2017,Microphone,2,130,260
CUST01031,Taylor Cervantes,markjackson@example.org,9/2/2018,Camera,1,500,2000
CUST01032,Teresa Lamb,shannon19@example.net,16/3/2017,USB Flash Drive,3,20,60
CUST01033,David Weaver,wcoleman@example.com,3/3/2015,Tablet,3,400,1200
CUST01034,Mr. Ryan Martin,xduncan@example.org,15/3/2024,Laptop,1,1000,5000
CUST01035,Erin Morgan,kruegersonya@example.net,28/7/2017,Keyboard,3,100,300
CUST01036,Luis Davis,princedaniel@example.com,27/12/2016,Smartwatch,4,200,800
CUST01037,George Walton,donnaescobar@example.org,6/10/2017,External Hard Drive,1,120,120
CUST01038,Megan Flowers,gjones@example.org,17/1/2022,Microphone,1,130,130
CUST01039,Brooke Woods,cthomas@example.com,21/7/2017,Printer,2,250,500
CUST01040,Krista Richards,william09@example.net,17/8/2017,Speaker,2,180,360
CUST01041,Larry Gardner,wilsonkevin@example.net,1/3/2019,Mouse,3,50,150
CUST01042,Beth Valdez,joseph74@example.com,27/7/2017,Laptop,1,1000,1000
CUST01043,Stuart Harrison,obrooks@example.org,25/12/2019,Tablet,1,400,400
CUST01044,Heather Rowe,ejohnson@example.com,21/6/2017,Smartphone,4,700,2800
CUST01045,Alexandra Moore,scottwilson@example.com,20/6/2018,Microphone,5,130,650
CUST01046,Bradley Kidd,matthewbaker@example.com,23/7/2019,Microphone,1,130,130
CUST01047,Mr. Chad Russell,brendabryant@example.com,13/10/2024,Microphone,5,130,650
CUST01048,Kenneth Tran,danielbates@example.net,15/9/2022,Speaker,4,180,720
CUST01049,Kathryn Bartlett,ksmith@example.com,31/12/2015,Printer,5,250,1250
CUST01050,Beth Lamb,gjohnston@example.org,3/8/2019,External Hard Drive,1,120,480
CUST01051,Susan Mason,hmartinez@example.org,30/4/2023,USB Flash Drive,3,20,60
CUST01052,Jessica Jones,nicoleguerrero@example.org,12/2/2016,Mouse,5,50,250
CUST01053,Johnny Callahan,hillsamantha@example.com,5/8/2015,Printer,2,250,500
CUST01054,Todd Johnson,garybrown@example.com,25/3/2022,Headphones,3,150,450
CUST01055,Chad Wagner,adamskathleen@example.com,25/12/2019,Camera,1,500,1500
CUST01056,Donald Williams,heathermaxwell@example.com,7/1/2016,Router,3,80,240
CUST01057,Susan Thomas,staffordjason@example.com,7/8/2015,Smartphone,4,700,2800
CUST01058,Makayla Ryan,torresjustin@example.net,31/7/2015,USB Flash Drive,3,20,60
CUST01059,Troy Phillips,nicholasbrown@example.com,28/8/2016,Tablet,2,400,800
CUST01060,Brian Alvarado,jordan60@example.org,9/3/2023,Speaker,4,180,720
CUST01061,Gerald Wright,wbecker@example.net,27/3/2021,Router,3,80,240
CUST01062,Elizabeth Crosby,edwardsrobert@example.net,17/6/2018,Camera,1,500,1000
CUST01063,Amy Walton,michaelfreeman@example.com,26/4/2023,Laptop,1,1000,4000
CUST01064,Jeffrey Evans,maxwellalicia@example.com,30/9/2021,Headphones,4,150,600
CUST01065,Monica Morris,diane98@example.com,28/12/2016,Headphones,2,150,300
CUST01066,Julie Brown,weberdominic@example.net,8/10/2022,Keyboard,5,100,500
CUST01067,Gary Roberts,medinajulie@example.org,1/5/2017,Smartwatch,1,200,200
CUST01068,Joshua Arnold,lwhite@example.net,13/6/2022,Smartwatch,5,200,1000
CUST01069,Rebecca Hodge,stephanie80@example.org,15/12/2023,External Hard Drive,1,120,240
CUST01070,Travis Garner Jr.,gregoryjensen@example.net,11/9/2015,USB Flash Drive,5,20,100
CUST01071,Eric Hardy,davistroy@example.org,9/1/2017,Smartwatch,1,200,200
CUST01072,Mary Underwood,bergcharles@example.org,15/12/2015,Camera,1,500,1000
CUST01073,Kevin Munoz,shawn73@example.org,22/11/2014,USB Flash Drive,2,20,40
CUST01074,Melissa Sparks,jefferykelley@example.com,23/6/2022,Monitor,4,300,1200
CUST01075,Deborah Buchanan,ogentry@example.net,1/9/2015,Microphone,3,130,390
CUST01076,Paul Woodward,bryan57@example.net,3/2/2023,Monitor,4,300,1200
CUST01077,Carl Mayer,deborahsmith@example.com,6/2/2017,Speaker,3,180,540
CUST01078,Erik Saunders,yhoward@example.com,3/8/2023,Router,5,80,400
CUST01079,Chelsea Long,hpadilla@example.org,29/8/2015,Mouse,5,50,250
CUST01080,Joe Taylor,bakerstephen@example.net,18/7/2017,Camera,1,500,2000
CUST01081,Cory Andrews,williamsnancy@example.net,24/9/2017,Speaker,3,180,540
CUST01082,Ricardo Gilbert,angelamoody@example.net,16/9/2019,USB Flash Drive,3,20,60
CUST01083,Michelle Simpson,edwardsmith@example.net,25/5/2024,Microphone,4,130,520
CUST01084,Evan Wilson,zhebert@example.com,20/9/2015,Camera,1,500,2500
CUST01085,Jennifer Strickland,troy36@example.org,28/10/2019,Headphones,1,150,150
CUST01086,Kenneth Irwin,robert37@example.net,7/9/2017,Smartphone,4,700,2800
CUST01087,Vanessa Francis,alexandra51@example.org,10/5/2024,Printer,1,250,250
CUST01088,Jackie Stewart,crystal32@example.com,13/12/2017,Smartphone,4,700,2800
CUST01089,Stephen Patel,tjones@example.net,20/1/2015,Tablet,1,400,400
CUST01090,Angel Lopez,vicki19@example.org,19/12/2020,Speaker,1,180,180
CUST01091,Casey Roberson,xwilliams@example.com,7/6/2021,Mouse,4,50,200
CUST01092,Alex Smith,cannonlarry@example.net,4/2/2018,Smartwatch,4,200,800
CUST01093,Amber Ramirez,timrichardson@example.org,26/2/2018,Laptop,1,1000,5000
CUST01094,Miss Kimberly Prince,sarah38@example.com,20/1/2018,External Hard Drive,1,120,480
CUST01095,Erin Wright,cookjeffrey@example.org,11/8/2017,Smartwatch,5,200,1000
CUST01096,Jason Stanley,brandonsmith@example.org,30/12/2022,Monitor,3,300,900
CUST01097,Dominic Brooks,robertsonsamuel@example.org,8/2/2020,External Hard Drive,1,120,600
CUST01098,Robin Scott,scottanthony@example.org,23/6/2018,Monitor,3,300,900
CUST01099,Heather Walker,rleach@example.org,25/10/2018,External Hard Drive,1,120,240
CUST01100,Antonio Hansen,kmartinez@example.com,7/12/2019,Tablet,4,400,1600
CUST01101,Brandon Anderson,cynthiahenderson@example.com,15/4/2016,Laptop,1,1000,3000
CUST01102,Jessica Stanley,snoble@example.com,26/5/2020,Mouse,1,50,50
CUST01103,Miranda Moore,matkinson@example.net,24/6/2019,External Hard Drive,1,120,480
CUST01104,Ryan Andrade,brandirogers@example.net,10/2/2019,Printer,1,250,250
CUST01105,James Daniel,kennethmccarthy@example.com,23/3/2018,Smartphone,5,700,3500
CUST01106,Michelle Rodriguez,gmendoza@example.net,20/4/2021,Smartphone,4,700,2800
CUST01107,William Gonzalez,paula96@example.net,21/2/2021,Microphone,2,130,260
CUST01108,Benjamin Dougherty,sara21@example.com,26/1/2024,Router,2,80,160
CUST01109,David Lang,fergusonroger@example.net,15/3/2019,Microphone,1,130,130
CUST01110,Kevin Nichols,halltravis@example.com,12/10/2017,External Hard Drive,1,120,120
CUST01111,Katherine Buchanan,lindsay02@example.com,18/4/2018,Camera,1,500,1000
CUST01112,Brenda Carrillo,zacharybutler@example.org,17/6/2023,Mouse,1,50,50
CUST01113,Margaret Bell,yclark@example.com,9/10/2015,Smartwatch,5,200,1000
CUST01114,Sarah Mitchell,sanchezgreg@example.net,6/3/2024,Microphone,3,130,390
CUST01115,Marie White,andreatyler@example.org,29/12/2015,External Hard Drive,1,120,360
CUST01116,Tina Hancock,ianrodriguez@example.com,27/8/2023,Smartphone,5,700,3500
CUST01117,Benjamin Parker,coryforbes@example.net,7/7/2022,Mouse,4,50,200
CUST01118,Rodney Garcia,aaron87@example.com,10/12/2016,Microphone,5,130,650
CUST01119,Mark Maddox,wcarpenter@example.net,27/1/2022,Headphones,1,150,150
CUST01120,Morgan Gallagher,briancalhoun@example.com,5/3/2015,Camera,1,500,2500
CUST01121,Sherry Anderson,acarpenter@example.com,4/8/2024,Monitor,5,300,1500
CUST01122,Kelly Heath,jessica34@example.net,9/2/2022,External Hard Drive,1,120,600
CUST01123,Jason Chandler,afrench@example.com,4/12/2017,Printer,5,250,1250
CUST01124,David Rice,alicia43@example.net,20/4/2016,Monitor,5,300,1500
CUST01125,Kenneth Allen,jason59@example.com,7/11/2018,Mouse,4,50,200
CUST01126,Sara Parks,amy04@example.org,17/9/2021,Printer,1,250,250
CUST01127,Mr. Bobby Moss,stephanie18@example.com,21/4/2017,Laptop,1,1000,4000
CUST01128,Jason Burton,julie45@example.net,4/5/2017,USB Flash Drive,4,20,80
CUST01129,Jamie Medina,careykristin@example.org,14/3/2016,Headphones,2,150,300
CUST01130,Robert Vaughan,joyallen@example.net,1/12/2022,Microphone,4,130,520
CUST01131,Patrick Ayers,heatherbell@example.net,8/1/2018,Microphone,2,130,260
CUST01132,Jonathan Wilkerson,edwardbrooks@example.org,9/11/2016,External Hard Drive,1,120,480
CUST01133,Tommy Young,ryanjoan@example.com,26/10/2017,Tablet,2,400,800
CUST01134,Mandy Alvarado,gibsonangela@example.com,20/11/2021,Tablet,3,400,1200
CUST01135,William Walters,reneeduncan@example.org,9/4/2018,Monitor,5,300,1500
CUST01136,Steven Guzman,khall@example.com,29/6/2020,Mouse,4,50,200
CUST01137,Kyle Garcia,ocole@example.org,18/3/2017,Laptop,1,1000,2000
CUST01138,Brooke Sandoval,coreyramsey@example.com,30/8/2015,Smartphone,4,700,2800
CUST01139,Jordan Mendoza,tlong@example.com,17/6/2022,Camera,1,500,500
CUST01140,Steven Cabrera,robertlewis@example.com,23/1/2021,Microphone,4,130,520
CUST01141,Jose Marshall,markfigueroa@example.com,22/7/2021,Router,4,80,320
CUST01142,Daniel Parker,smithapril@example.org,22/3/2019,Microphone,5,130,650
CUST01143,David Snyder MD,castromary@example.org,24/8/2020,External Hard Drive,1,120,240
CUST01144,Andrew Lawson,pamela94@example.com,18/7/2019,Speaker,3,180,540
CUST01145,Caitlin Gardner,jbrown@example.com,29/4/2021,Speaker,1,180,180
CUST01146,John Rodgers,mckenziepotts@example.net,23/2/2017,Keyboard,4,100,400
CUST01147,Christopher Moore,ylarson@example.net,12/5/2019,Smartwatch,1,200,200
CUST01148,Robert Ferguson,coleteresa@example.com,19/12/2020,Tablet,2,400,800
CUST01149,Monique Meyer,kramermeghan@example.com,13/7/2018,Monitor,4,300,1200
CUST01150,Rachel Diaz,juliafitzpatrick@example.net,19/8/2019,Smartwatch,5,200,1000
CUST01151,Heidi Morrison,kharper@example.net,22/12/2019,Headphones,2,150,300
CUST01152,Jeanette Castillo,christopherwong@example.net,8/6/2021,Headphones,3,150,450
CUST01153,Michelle Smith,yrose@example.net,8/8/2021,Tablet,1,400,400
CUST01154,Juan Miller,jack90@example.org,4/5/2023,Tablet,1,400,400
CUST01155,Laura Perry DVM,jennifer12@example.net,15/10/2020,Microphone,5,130,650
CUST01156,Rebecca Clark,awilliams@example.org,20/10/2020,Smartphone,2,700,1400
CUST01157,Jimmy Henry,brentgrant@example.com,8/12/2018,Keyboard,1,100,100
CUST01158,Timothy Guerrero,bakersarah@example.com,4/4/2022,Smartwatch,4,200,800
CUST01159,Eric Williams,andreasherman@example.org,14/6/2019,Smartphone,5,700,3500
CUST01160,Kaylee Day,pinedapaul@example.org,6/10/2022,Mouse,4,50,200
CUST01161,Patricia Boyer,wattsdeborah@example.org,22/4/2018,Microphone,5,130,650
CUST01162,Leslie Lambert,barrybrandi@example.com,29/6/2018,Router,5,80,400
CUST01163,Melissa Shepherd,flutz@example.org,1/10/2018,USB Flash Drive,2,20,40
CUST01164,Stephanie Reyes,thomaskelli@example.com,5/12/2022,Printer,2,250,500
CUST01165,Ryan Daniel,amymitchell@example.org,18/1/2015,Smartphone,2,700,1400
CUST01166,Alexandra Martinez,perkinserin@example.com,2/8/2022,External Hard Drive,1,120,240
CUST01167,Christina Bennett,richard26@example.org,5/9/2023,Smartphone,5,700,3500
CUST01168,Gregory Hamilton,kristin56@example.org,25/9/2017,Printer,2,250,500
CUST01169,Bobby Bowman,boydbrian@example.org,10/2/2024,Mouse,3,50,150
CUST01170,Edward Evans,porterrodney@example.org,4/1/2024,External Hard Drive,1,120,480
CUST01171,Lori Collier,andrewwilliams@example.net,30/5/2016,USB Flash Drive,2,20,40
CUST01172,Amy Torres,drandall@example.com,5/2/2022,Monitor,3,300,900
CUST01173,Tiffany Escobar,cooketimothy@example.com,26/10/2016,Mouse,2,50,100
CUST01174,Jessica Deleon,jamesjohnson@example.org,29/2/2020,Headphones,1,150,150
CUST01175,Alyssa Pruitt,laura14@example.com,14/2/2023,Laptop,1,1000,3000
CUST01176,Krystal Woods,ofleming@example.net,12/5/2022,Smartphone,2,700,1400
CUST01177,Mr. Gregory Powell,nicole00@example.org,18/1/2016,Camera,1,500,1500
CUST01178,Melinda Mclaughlin,reginaldanderson@example.net,8/9/2019,Router,5,80,400
CUST01179,Alexis Sweeney,wavila@example.net,5/10/2024,Speaker,5,180,900
CUST01180,Rhonda Thomas,xstevenson@example.net,16/10/2015,Microphone,4,130,520
CUST01181,Zachary Lucas,cynthiatucker@example.net,30/3/2018,Smartphone,4,700,2800
CUST01182,Destiny Rubio,vwilkinson@example.com,17/4/2019,External Hard Drive,1,120,120
CUST01183,Jenna Smith,jeffreyturner@example.com,7/4/2023,Speaker,2,180,360
CUST01184,Mr. Vincent Peters Jr.,rubenholt@example.net,2/11/2019,Router,2,80,160
CUST01185,Gabriel Watkins,david39@example.com,2/2/2019,Smartwatch,3,200,600
CUST01186,Colton Hunt,nelsonraymond@example.net,22/4/2015,Keyboard,5,100,500
CUST01187,Joseph Turner,hwilliams@example.net,13/10/2018,Smartphone,3,700,2100
CUST01188,Joseph Turner,hillabigail@example.com,2/8/2020,Camera,1,500,2000
CUST01189,Thomas Coleman,juanjohnson@example.net,26/2/2024,Microphone,3,130,390
CUST01190,Sarah King,george15@example.net,22/4/2017,Monitor,1,300,300
CUST01191,Brandon Vaughn,stevensrachel@example.net,11/2/2021,Microphone,2,130,260
CUST01192,Debra Walker,luke04@example.org,19/5/2018,Tablet,4,400,1600
CUST01193,James Johnson,umartinez@example.com,2/4/2019,Monitor,5,300,1500
CUST01194,Joel Bradford,daniel21@example.com,8/12/2020,External Hard Drive,1,120,240
CUST01195,Jennifer Brown,michaelkline@example.org,1/1/2019,Speaker,1,180,180
CUST01196,Glenn Green,jacksonedward@example.org,7/12/2023,Speaker,5,180,900
CUST01197,Amy Campbell,grantlaura@example.org,3/10/2024,USB Flash Drive,3,20,60
CUST01198,Stacey Cook,marypatel@example.net,27/11/2014,Monitor,1,300,300
CUST01199,Emily Adams,qcombs@example.net,1/2/2023,Microphone,4,130,520
CUST01200,James Brown,kathleenjohnson@example.org,18/2/2017,External Hard Drive,1,120,120
CUST01201,Christopher Hawkins,omarjohnson@example.org,6/1/2015,Router,3,80,240
CUST01202,Adam Harris,kellychristopher@example.net,5/12/2020,Keyboard,5,100,500
CUST01203,Misty Marshall,kristisullivan@example.org,5/2/2019,External Hard Drive,1,120,480
CUST01204,Ryan Pierce,obates@example.net,14/4/2016,Smartphone,1,700,700
CUST01205,Melissa Peterson,ggonzalez@example.com,19/8/2024,Smartphone,3,700,2100
CUST01206,Lee Best,brandon23@example.net,10/8/2022,Speaker,2,180,360
CUST01207,William Collins,louisjacobs@example.org,19/7/2023,Headphones,2,150,300
CUST01208,Timothy Patel II,krhodes@example.com,27/7/2023,Headphones,1,150,150
CUST01209,Mark Ward,robynreese@example.net,12/5/2015,Smartphone,1,700,700
CUST01210,Pamela Hurst,davidmartin@example.com,14/10/2019,Microphone,2,130,260
CUST01211,Karen Hubbard,mfischer@example.com,7/11/2023,Mouse,2,50,100
CUST01212,Kimberly Valencia,hortonmichael@example.com,27/11/2014,Smartwatch,5,200,1000
CUST01213,Nicole Perez,samuelanderson@example.com,14/11/2015,Mouse,3,50,150
CUST01214,James Dougherty,choiyvette@example.org,14/11/2014,Smartphone,1,700,700
CUST01215,Patrick Houston,wendy66@example.com,3/7/2017,Smartphone,2,700,1400
CUST01216,Matthew Ross,imoore@example.org,11/5/2020,Mouse,2,50,100
CUST01217,Cindy Hawkins,brianbrown@example.org,11/5/2020,Headphones,2,150,300
CUST01218,Eric Morales,lmiller@example.org,21/11/2020,Laptop,1,1000,2000
CUST01219,Samuel Walker Jr.,daniel43@example.org,15/6/2024,Mouse,3,50,150
CUST01220,Roy Garcia,vcrawford@example.org,17/7/2019,Mouse,5,50,250
CUST01221,Christina Hall,brittanyrios@example.com,26/9/2022,Headphones,4,150,600
CUST01222,Sean Cruz,brandyhall@example.org,20/2/2015,Smartwatch,3,200,600
CUST01223,Jorge Oconnor,christopherchang@example.net,30/7/2022,Router,5,80,400
CUST01224,Kelsey Chandler,jamescooper@example.org,20/9/2020,Speaker,2,180,360
CUST01225,Lauren Brown,whernandez@example.net,13/8/2018,Router,1,80,80
CUST01226,Rose Leach,jonathancastillo@example.com,31/8/2015,Tablet,1,400,400
CUST01227,Joseph Frazier,charles09@example.net,17/12/2018,Printer,1,250,250
CUST01228,Mr. Gregory Robinson,andrea46@example.net,25/9/2018,Camera,1,500,1000
CUST01229,Keith Taylor,tyler75@example.net,17/4/2016,External Hard Drive,1,120,240
CUST01230,Tracy Allison,oarcher@example.com,2/8/2017,Smartphone,2,700,1400
CUST01231,Carmen Schmitt,rosefrank@example.net,13/5/2022,Router,2,80,160
CUST01232,Paula Stout,plopez@example.net,20/5/2016,USB Flash Drive,4,20,80
CUST01233,Robert Thomas,kimberly90@example.com,26/12/2015,Keyboard,1,100,100
CUST01234,Larry Evans,hhays@example.com,13/3/2016,Laptop,1,1000,3000
